ipc-image src	ipc-poster-card__title
https://m.media-amazon.com/images/M/MV5BZWYwZjI3YTUtODY2YS00ODhhLTgwZjAtNGUyOTllMDM5NWNjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Nimisha Sajayan
https://m.media-amazon.com/images/M/MV5BZTYwZjhiMGQtODg4NC00ZDM5LWI0Y2EtYjZjYTdjMWQ4ZDdkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Bhanupriya
https://m.media-amazon.com/images/M/MV5BNGNiOGJiOWUtN2VjZC00NThkLTg2ZjgtMDhiOTk0OWZiZWM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,12,190,281_.jpg	Nagma
https://m.media-amazon.com/images/M/MV5BZDgwMzNlNmYtOTEzYi00YzNjLWI4ZmYtMmQxOWI5OGI5NmM4XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Swathi Reddy
https://m.media-amazon.com/images/M/MV5BNTAzOTVlYTYtZmNlZC00ZjZmLThmOWEtZDdkNTZiZThiNjlhXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Suhasini
https://m.media-amazon.com/images/M/MV5BZDM0MmMwYWYtZTliOC00ZjdkLWIxOTgtOTMzYThhYTUxODk5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Nadia Moidu
https://m.media-amazon.com/images/M/MV5BZjA4ZjlkMzQtZmI3NC00NjJhLTk1YzEtZjIzZTYwY2U3ZTFlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Gautami
https://m.media-amazon.com/images/M/MV5BNTU0OGI0ODctZTVkOC00NTVhLThiY2UtYWI0NGNkNjJmOTA1XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg	Rambha
https://m.media-amazon.com/images/M/MV5BMjczM2MzYjctNDNjOC00YzkwLTk0ZWUtNjRmMTE3YmViODBiXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Lakshmi Menon
https://m.media-amazon.com/images/M/MV5BNTk3NjhlMmUtZjg0ZC00OWRhLWIxZmMtMGEzMTU2ZGUxNmZiXkEyXkFqcGc@._V1_QL75_UY281_CR3,0,190,281_.jpg	Saranya Ponvannan
https://m.media-amazon.com/images/M/MV5BMTY4ZDUwYmUtZWFhYi00ODgwLWIxZjEtNjcxMTYzMDM3NDVjXkEyXkFqcGc@._V1_QL75_UY281_CR9,0,190,281_.jpg	Lakshmi
https://m.media-amazon.com/images/M/MV5BZjUyMjUyZTYtOTAwZS00MmJkLWFlZjItMTkyZjljY2I3OWMwXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Lizy
https://m.media-amazon.com/images/M/MV5BY2JhM2NkNTUtM2M2YS00ZTZiLTliNDEtNGFkYTg5MTliZTRiXkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg	Laila
https://m.media-amazon.com/images/M/MV5BMTJkOGI3ZDgtOWExYy00MzUxLWJlYmQtZDZhYWI5YTEzOTAxXkEyXkFqcGc@._V1_QL75_UY281_CR20,0,190,281_.jpg	Shreya Reddy
https://m.media-amazon.com/images/M/MV5BNmQyNTU3MmItNWQ4Yy00ZDI5LWFlOTItMjQ5MDM2ZjljYjQ1XkEyXkFqcGc@._V1_QL75_UX190_CR0,28,190,281_.jpg	Khushbu Sundar
https://m.media-amazon.com/images/M/MV5BMzY3ZDdlNTUtOTg4My00OTBjLTg0NjQtYmU2MjgyOGEwNTI5XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Sada
https://m.media-amazon.com/images/M/MV5BNTkwODYxZWMtYzlhMi00Nzk4LThkZWQtNjExZDllMTllODRlXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Kovai Sarala
https://m.media-amazon.com/images/M/MV5BN2M0MjhmOWMtNDFlMi00ZmVjLTkxNjItMjJlZGZiMGY4NTY2XkEyXkFqcGc@._V1_QL75_UX190_CR0,17,190,281_.jpg	Sunaina Yella
https://m.media-amazon.com/images/M/MV5BMjlkYTI1YmQtZmFhYi00MWJhLWIzYzctNWIxMWFhYWYwZWFmXkEyXkFqcGc@._V1_QL75_UY281_CR40,0,190,281_.jpg	Padmini
https://m.media-amazon.com/images/M/MV5BYzk4Nzk0YjktYmVlNS00ZDdlLWJiZGMtM2RjM2E1YTcwOTNiXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Devayani
https://m.media-amazon.com/images/M/MV5BOGExMjA2NGYtYmRiZC00OTA0LTk5OTEtN2NlMWM0Y2M5NzllXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg	Aachi Manorama
https://m.media-amazon.com/images/M/MV5BZTA3MmY4OGItZjQ2Ni00YjBkLWFkMDktNmFlZmY2MTVhMzg5XkEyXkFqcGc@._V1_QL75_UX190_CR0,8,190,281_.jpg	Radha
https://m.media-amazon.com/images/M/MV5BODBjMjIzNjItNDQxZS00NjE2LTg0NzUtOTIzYWQ0YzcxODgzXkEyXkFqcGc@._V1_CR22,99,576,864_QL75_UX190_CR0,2,190,281_.jpg	Aditi Balan
https://m.media-amazon.com/images/M/MV5BNWMxNTI5NWItZGU4ZC00MWIxLTg2NWYtMjRiYjQ1MzUzYmUyXkEyXkFqcGc@._V1_QL75_UY281_CR88,0,190,281_.jpg	Sujatha
https://m.media-amazon.com/images/M/MV5BN2IwZjhjMmQtMGYyYy00MzliLTg1M2YtNDQ0MWI0MDZiYWY5XkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg	Jayalalitha J
https://m.media-amazon.com/images/M/MV5BNjdkMDhmNWYtOGNkNi00N2I0LTgyZmUtMWRkMjNkNWFmMjg3XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Saritha
https://m.media-amazon.com/images/M/MV5BMDc2OWUxODUtNmM0NS00ODdkLWFhOWQtNjZlNGIyMDM1OTA5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Priya Raman
	Archana
https://m.media-amazon.com/images/M/MV5BZjM0NTZiNWQtMTZmMC00Mzg3LTgzNDYtNzdkYmE0N2RiMDE2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg	Poornima Jayaram
	Shoba


	ipc-image src	ipc-poster-card__title
https://m.media-amazon.com/images/M/MV5BYTQ3NDU3YjEtMDQxNi00N2QxLWIxNjAtMmFlOWM5ZDY3MGVkXkEyXkFqcGc@._V1_QL75_UY281_CR21,0,190,281_.jpg	Joseph Vijay
https://m.media-amazon.com/images/M/MV5BMDIzMjFkNWItY2IwMy00MmJjLWE0NzQtMzFkN2UwOWIxYTMxXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Madhavan
https://m.media-amazon.com/images/M/MV5BMjBmM2MxNWYtMDhmOS00MjRhLTkxNjItZTdlN2MwZjBjYTgyXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg	Vijay Sethupathi
https://m.media-amazon.com/images/M/MV5BOTQzOWJiYjEtZmUxMC00YjA5LTgzNjUtYjMyZTVmZjVmMmZiXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Dhanush
https://m.media-amazon.com/images/M/MV5BNzA1NTFlMjgtM2Q5Ni00MmFmLWFhMDktOTgwNzFhZDMyY2I1XkEyXkFqcGc@._V1_QL75_UY281_CR27,0,190,281_.jpg	Pradeep Ranganathan
https://m.media-amazon.com/images/M/MV5BMTA3MDcyNzkxMjZeQTJeQWpwZ15BbWU3MDUxMTU4Njg@._V1_QL75_UY281_CR1,0,190,281_.jpg	Rajinikanth
https://m.media-amazon.com/images/M/MV5BOThjODU5NTQtMGYyZi00MjFlLWI0ODEtYjY5NjVmZmYyMzk2XkEyXkFqcGc@._V1_QL75_UY281_CR116,0,190,281_.jpg	Suriya
https://m.media-amazon.com/images/M/MV5BMGQxN2JkZGEtOTBlYS00ZjNjLWE4NzItYWNmOWRmODI5ODA5XkEyXkFqcGc@._V1_QL75_UY281_CR17,0,190,281_.jpg	Kamal Haasan
https://m.media-amazon.com/images/M/MV5BNTA3YzExZWMtM2ExZC00NjEyLThkMjctNGM3Y2ZiNjlhM2Y4XkEyXkFqcGc@._V1_QL75_UY281_CR116,0,190,281_.jpg	Sivakarthikeyan
https://m.media-amazon.com/images/M/MV5BNjUyNzc2NDczNF5BMl5BanBnXkFtZTgwMjAyMDU0OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg	Vikram
https://m.media-amazon.com/images/M/MV5BODMxYTA3ODYtZmJiZS00ODVkLWJiODktMzMyMzVkNGM0N2E1XkEyXkFqcGc@._V1_QL75_UX190_CR0,5,190,281_.jpg	Vikram Prabhu
https://m.media-amazon.com/images/M/MV5BMzBiNmZkNzUtYjg5My00YTIyLWJiYjEtZjU4OTQ2NTM4ZjQ2XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Vijay Antony
https://m.media-amazon.com/images/M/MV5BYTgyYWYxY2EtOTIzYy00NjIyLTgxZTktMWU2MWU2NDZjZDMxXkEyXkFqcGc@._V1_QL75_UY281_CR46,0,190,281_.jpg	Karthi
https://m.media-amazon.com/images/M/MV5BMmJkMWRhNmYtNjM1NS00ZmJiLWEwMjItNDIzMmQxN2RkYWIxXkEyXkFqcGc@._V1_QL75_UY281_CR115,0,190,281_.jpg	Ajith Kumar
https://m.media-amazon.com/images/M/MV5BOTQ5YTRmOWItZTE3ZS00ODFkLTgwZGYtOGIwNTFmMGQ4YzBkXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Vishal
https://m.media-amazon.com/images/M/MV5BNzE3ZDA5NDItNWFlZi00YjI1LTkzOTMtMTBmZGE0NTc1NDYzXkEyXkFqcGc@._V1_QL75_UX190_CR0,3,190,281_.jpg	Yogi Babu
https://m.media-amazon.com/images/M/MV5BMDBjNGQzNDctNWU4ZS00NGNmLWE2ZGUtZDQzM2Y4NTc5MTEzXkEyXkFqcGc@._V1_QL75_UY281_CR92,0,190,281_.jpg	Silambarasan TR
https://m.media-amazon.com/images/M/MV5BNDc1NDQyNDUtNDVmMS00Y2U1LTgzZmEtNmI3MzQwMDU3NjE1XkEyXkFqcGc@._V1_QL75_UX190_CR0,13,190,281_.jpg	Vishnu Vishal
https://m.media-amazon.com/images/M/MV5BMTUxNDgxMzYzNl5BMl5BanBnXkFtZTgwNTk0MzQ0MDI@._V1_QL75_UY281_CR9,0,190,281_.jpg	Siddharth
https://m.media-amazon.com/images/M/MV5BYzUzMDA1MTQtMGExMy00YmY5LWI4MzUtNjViZjczNDcwNDU1XkEyXkFqcGc@._V1_QL75_UY281_CR116,0,190,281_.jpg	S.J. Suryah
https://m.media-amazon.com/images/M/MV5BMWIyYmIyNzgtMzJlYy00OTViLWI5MjMtYTdkZmY5OGIwNTZmXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg	Ravi Mohan
https://m.media-amazon.com/images/M/MV5BMmY3OGIzMWUtNmE0Yi00NjZmLWFiMzItYTVmN2ZhZjk3MWUwXkEyXkFqcGc@._V1_QL75_UY281_CR8,0,190,281_.jpg	Arya
https://m.media-amazon.com/images/M/MV5BYjk0NWNiNzgtMWNmMC00YmIzLWJiOTctMTE0Njk2MzMzMThmXkEyXkFqcGc@._V1_QL75_UY281_CR17,0,190,281_.jpg	Santhanam
https://m.media-amazon.com/images/M/MV5BMjc0ZWQ2NjktODYxMy00NzU2LTkxZDEtZjZjYWNlNDg1YWFjXkEyXkFqcGc@._V1_QL75_UY281_CR116,0,190,281_.jpg	Arjun Das
https://m.media-amazon.com/images/M/MV5BMTY4MzAyODE3NV5BMl5BanBnXkFtZTcwMjM3Mjc4OQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg	Prabhu Deva
https://m.media-amazon.com/images/M/MV5BYmM1NjZmMmYtOTQ2NC00NTg2LWI0OWItMTA3Yzc5Yzc1ZDA0XkEyXkFqcGc@._V1_QL75_UY281_CR6,0,190,281_.jpg	Arjun Sarja
https://m.media-amazon.com/images/M/MV5BOTczYmM5NjYtZGE0Ni00NzI3LWIxYTktYjhiMWFlZjI0OTQ4XkEyXkFqcGc@._V1_QL75_UY281_CR40,0,190,281_.jpg	Manikandan K.
https://m.media-amazon.com/images/M/MV5BOTFiMjFkNTItM2IwZi00NGI3LTkxNTAtYTNhYTEyZDA1NjI1XkEyXkFqcGc@._V1_QL75_UY281_CR165,0,190,281_.jpg	Arun Vijay
https://m.media-amazon.com/images/M/MV5BYTI4MmZjOGEtMDM1Yi00OTBlLTgzYTgtM2YzYzczYzVmYmI4XkEyXkFqcGc@._V1_QL75_UY281_CR116,0,190,281_.jpg	Kavin
https://m.media-amazon.com/images/M/MV5BNTI4Y2QwNGYtOGQ5NS00MGRhLWFkNmMtZGQ1OGNkY2YxMGU1XkEyXkFqcGc@._V1_QL75_UY281_CR115,0,190,281_.jpg	Raghava Lawrence
https://m.media-amazon.com/images/M/MV5BM2E0YmU5OGItMTBkZS00NjI5LWFkNGMtZmU3ZmUxYzQwY2IyXkEyXkFqcGc@._V1_QL75_UY281_CR1,0,190,281_.jpg	G.V. Prakash Kumar
https://m.media-amazon.com/images/M/MV5BZmJhYjdhN2YtOGI3My00NzYyLWIwZWQtNGU3NjExYTc5NWIzXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	R. Sarathkumar
https://m.media-amazon.com/images/M/MV5BMWNkNGI5ZGUtYjJjOC00ODY5LWI1ZDMtYTI2Y2JiM2FhNjFkXkEyXkFqcGc@._V1_QL75_UY281_CR6,0,190,281_.jpg	Atharvaa Murali
https://m.media-amazon.com/images/M/MV5BM2RkZmI2ZWUtZmJkZi00MmE3LWFmYzctZTg2NjE1ZmZiMDdjXkEyXkFqcGc@._V1_QL75_UY281_CR8,0,190,281_.jpg	Jiiva
https://m.media-amazon.com/images/M/MV5BNDQ4ZGM3YjktYjA4OS00ZTA4LTg1ODMtMjBkMWYwMWE5YTEyXkEyXkFqcGc@._V1_QL75_UY281_CR116,0,190,281_.jpg	M. Sasikumar
https://m.media-amazon.com/images/M/MV5BNGQzYzBjYmYtOTc4NC00ODAwLWI4MTEtMjcyY2YwMWU2ZWZiXkEyXkFqcGc@._V1_QL75_UY281_CR44,0,190,281_.jpg	Ashok Selvan
https://m.media-amazon.com/images/M/MV5BMzVhOTkzZjgtZDIwOS00YzVkLTliYmItYjRkOTAxY2FlMDE2XkEyXkFqcGc@._V1_QL75_UY281_CR116,0,190,281_.jpg	Arulnithi
https://m.media-amazon.com/images/M/MV5BMDgxY2VkYWUtNDUxZi00MmUxLTg0ZjItMWM2ZDdmOTg4YmI3XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Harish Kalyan
https://m.media-amazon.com/images/M/MV5BN2FiNjY1NzAtNTUwNC00NjI4LWE3MWUtMGExYjAxNjA4ZDRlXkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg	Soori
https://m.media-amazon.com/images/M/MV5BMmIxYmY1YmMtMzYwMS00ZWZiLTlhNmEtMDI2OTgxMDY5ZWFmXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg	Hiphop Tamizha Adhi
https://m.media-amazon.com/images/M/MV5BMzM3NTQ1NGYtNmUzNi00ZGZkLWEwZmUtMTU5NDE3OGI3Y2NlXkEyXkFqcGc@._V1_QL75_UY281_CR7,0,190,281_.jpg	Udhayanidhi Stalin
https://m.media-amazon.com/images/M/MV5BYWZhMzc5Y2UtNTQ3My00MzBhLTg5OWQtZDRkMDA2YTUxN2VlXkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg	RJ Balaji
https://m.media-amazon.com/images/M/MV5BM2UwNzg0NzEtZWFiZi00NTE4LWI0MTgtODU0MjE0ZTU3ZGVlXkEyXkFqcGc@._V1_QL75_UY281_CR20,0,190,281_.jpg	Vimal
https://m.media-amazon.com/images/M/MV5BYTZkYjk2MjEtNjU4My00Y2Y5LTgyNDMtZDFiM2Q1OWFiMzU3XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg	Shiva
https://m.media-amazon.com/images/M/MV5BMjAwNzY0NzY3OV5BMl5BanBnXkFtZTgwNjY2NDQ0MDI@._V1_QL75_UY281_CR122,0,190,281_.jpg	Prashanth
https://m.media-amazon.com/images/M/MV5BODc2M2E2YjItZGZkYi00YjJhLWJhZGQtYTRkMTVkNmE5NjMyXkEyXkFqcGc@._V1_QL75_UY281_CR10,0,190,281_.jpg	Gautham Ram Karthik
https://m.media-amazon.com/images/M/MV5BMGJhZWQwZWYtNWE4Ny00ZGEzLTgzMWYtOTVjNWY0ZGZiMTIwXkEyXkFqcGc@._V1_QL75_UY281_CR19,0,190,281_.jpg	Jai
https://m.media-amazon.com/images/M/MV5BYTliYmU4MjgtNzJmZS00YjYzLThkOGMtNjM0YmM0ZWM0OGU4XkEyXkFqcGc@._V1_QL75_UY281_CR14,0,190,281_.jpg	Bharath Srinivasan
https://m.media-amazon.com/images/M/MV5BZTg4NzBjMjQtZTE1Ni00Yzg0LTlkY2YtMzkxOWE3NTZhOWYyXkEyXkFqcGc@._V1_.jpg	Shivaji Ganesan
https://m.media-amazon.com/images/M/MV5BZDQ5YWQ4NTItNzI0Zi00Yjk4LTg2NWItNjA5M2E4Y2U5ZGJhXkEyXkFqcGc@._V1_.jpg	Jaishankar
https://m.media-amazon.com/images/M/MV5BMzM0ZTUzM2EtY2EwNC00YTUzLWE3YTQtYmE1OTQzZGNjZDNiXkEyXkFqcGc@._V1_.jpg	Goundamani
https://m.media-amazon.com/images/M/MV5BYWQ0NjUwMWItNDBmYy00YjNlLWE5ZWEtMDczOWFkYzU2NjliXkEyXkFqcGc@._V1_.jpg	Gemini Ganesan
https://m.media-amazon.com/images/M/MV5BNWQ2MGQyMDUtNzYxZi00MzJmLTkzM2YtNWFiNzg3NmVlZmM0XkEyXkFqcGc@._V1_.jpg	Nagesh
https://m.media-amazon.com/images/M/MV5BNjI3MzZkZWMtOWM2ZS00YjMwLTk3ZmQtYTgzNTIwODIxMTY0XkEyXkFqcGc@._V1_.jpg	M.G. Ramachandran
https://m.media-amazon.com/images/M/MV5BOTFlMmI3OTUtZTBkMi00ZDBhLTkzYTYtZmNkZDI4YjEzYmYzXkEyXkFqcGc@._V1_.jpg	Vadivelu
https://m.media-amazon.com/images/M/MV5BMjQ2MjA4NjU0MF5BMl5BanBnXkFtZTgwMTgwMDMzOTE@._V1_.jpg	Prakash Raj
https://m.media-amazon.com/images/M/MV5BZDcwMzkzODEtMGE5OC00MTJhLTllOWMtNDk5NWIyYzA2NzQzXkEyXkFqcGc@._V1_.jpg	Sathyaraj
https://m.media-amazon.com/images/M/MV5BMjA3Njc5NjcwOF5BMl5BanBnXkFtZTcwMTgyOTY0OA@@._V1_.jpg	Nassar
https://media.themoviedb.org/t/p/w600_and_h900_face/l8KmsNQUzrOl8sDJtDXmiknJb7J.jpg	Srikanth
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Sundar_C_at_Muthina_Kathirikai_Audio_Launch_%28cropped%29.jpg/500px-Sundar_C_at_Muthina_Kathirikai_Audio_Launch_%28cropped%29.jpg	Sundar C.
https://in.bmscdn.com/iedb/artist/images/website/poster/large/karthik-17671-24-03-2017-17-34-14.jpg	Karthik
